CustomerID,Gender,Age,Marital_Status,Education,Income,Family_Size,Tenure,Date_Joined,Region,TransactionID,ProductID,Product_Name,Product_Category,Quantity,Price_per_Unit,Total_Amount,Date_of_Purchase,Time_of_Purchase,Payment_Mode,Channel,Recency,Frequency,Monetary,Last_Purchase_Date,Preferred_Category,Discount_Availed,Membership_Status,Feedback_Rating,Return_Flag,Device_Used,Campaign_Response
4965,M,63,Divorced,Bachelors,55866,5,4,2020-02-08,East James,5b249c2a-9e5c-4dcd-961a-080a3fec0a37,30446,Start,Electronics,5,404.44,2022.2,2023/10/25,14:18:13,Wallet,Online,167,11,3645.45,26-07-2025,Groceries,No,Bronze,,No,Mobile,
3762,F,35,single,High School,96849,3,7,2025-06-20,East Donna,566e3cbe-9aea-422f-a6e9-87cab87b6384,83874,Analysis,Clothing,1,377.36,377.36,05-05-2025,05:26:53,Credit Card,Online,256,22,5176.73,03-09-2024,Furniture,Yes,Gold,,No,Mobile,
6572,Male,29,Divorced,High School,31584,6,10,2023-10-25,Kimberlyberg,d277ab64-1927-43a7-9f2e-37e7c4fcbb84,77652,Require,Books,5,498.8,2494.0,15-11-2023,22:52:38,UPI,In-Store,343,15,8559.83,11-05-2025,Clothing,No,Silver,4,No,Mobile,No
2876,Female,67,Single,Masters,126098,6,9,2018-05-17,Danieltown,ad66a1bd-9367-4a02-8fdc-6e1bedcb8cb6,59192,Industry,Furniture,3,453.85,1361.55,09-02-2025,12:19:16,Credit Card,Online,20,28,9338.28,01-09-2024,Toys,Yes,Silver,1,No,Desktop,No
4714,,62,Married,Masters,,5,14,2015-10-14,Brownhaven,909e21ba-8a38-45aa-91be-ba8e0a8aeb94,29605,General,Toys,5,212.7,1063.5,2024-08-28,03:13:00,UPI,In-Store,330,46,144.79,27-10-2024,Furniture,No,None,4,No,Desktop,Yes
6006,Male,41,Widowed,Bachelors,81765,1,13,2020-12-04,North Erichaven,d4a39a51-c481-4a69-b83b-f029b6ac2048,95089,Source,Clothing,4,23.49,93.96,11/13/2023,08:25:04,Credit Card,Online,364,11,688.21,26-04-2025,Electronics,Yes,,4,Yes,Desktop,
2426,Male,64,Single,Bachelors,102705,5,15,2021-04-04,Smallville,bedcacb7-a8b3-41a0-8424-6277854494ab,50957,Agency,Furniture,5,224.85,1124.25,25-10-2024,11:11:16,Debit Card,Online,333,37,8437.16,02-12-2024,Electronics,Yes,Gold,3,No,Mobile,No
6142,Male,70,,,,6,14,2021-08-08,New Joseph,ee25356a-aee0-4ec9-bf04-18a9f2765513,34925,Moment,Clothing,3,267.5,802.5,26-02-2025,17:43:57,UPI,In-Store,66,38,4265.99,02-11-2024,Clothing,Yes,None,2,No,Mobile,No
1193,Female,56,Widowed,Masters,40220,4,3,2019-03-05,Carpentermouth,427bbffb-dca1-4dcc-9cdf-06645c91f845,34530,Official,Furniture,2,498.5,997.0,24-02-2024,03:00:59,Credit Card,Online,283,14,9170.3,15-11-2024,Furniture,No,Gold,1,Yes,Desktop,
1256,male,62,Divorced,Bachelors,138403,5,12,2019-09-07,North Craig,ac09bdb7-9908-4e47-b249-f62c08987462,16380,Election,Furniture,2,252.93,505.86,2025-03-01,12:14:17,Credit Card,In-Store,324,28,7944.2,06-01-2025,Electronics,Yes,,,Yes,Desktop,Yes
1237,M,38,Married,Bachelors,109498,2,15,2022-11-15,East Mark,ed6f4ee3-e44e-4cd1-b8ef-a3bc9457f388,87564,Young,Furniture,5,245.2,1226.0,2023-11-27,09:50:52,Credit Card,Online,95,2,8852.42,17-07-2025,Furniture,No,Gold,4,Yes,Desktop,No
6966,Femael,32,single,Bachelors,92608,6,2,2020-06-09,South John,c2270738-e3dc-419d-8e1e-8d1f9de7df7b,69394,Animal,Books,3,374.52,1123.56,10/24/2023,03:52:33,Wallet,Online,265,29,9719.59,23-08-2024,Clothing,No,None,3,No,Mobile,Yes
4110,M,34,Divorced,High School,92225,1,11,2022-03-11,Floresstad,cbebb43f-ef15-4821-ade6-bf3ccc2a261d,26555,Nature,Toys,2,242.9,485.8,31 Dec 2024,06:53:55,Cash,Online,349,8,1187.94,20-03-2025,Electronics,No,,3,Yes,Desktop,
2045,F,70,,High School,,4,3,2021-04-23,Danielleview,f3c2944a-b60a-4dcc-a7f7-745142da8609,95389,Fire,Toys,1,440.63,440.63,28 Dec 2023,12:18:27,Credit Card,In-Store,276,13,8702.17,19-02-2025,Toys,No,None,,Yes,Mobile,
2492,Female,57,single,PhD,146771,5,11,2020-06-27,Reedport,cf5b294d-d2cc-4853-9cef-5ef4641e7f8c,32954,Just,Clothing,1,341.28,341.28,13-02-2024,10:30:44,Credit Card,In-Store,292,32,1770.3,18-07-2025,Clothing,Yes,Bronze,4,No,Desktop,
6511,Femael,48,Married,,137254,6,14,2016-01-29,Rosalesburgh,cc3ebdde-5ad5-4f06-b64d-7c877cd0129d,43862,Grow,Books,4,222.77,891.08,2024/03/08,12:18:45,Cash,In-Store,338,17,6194.67,02-05-2025,Furniture,No,Silver,3,No,Desktop,
1049,Femael,63,Married,,130204,6,5,2019-04-18,North Rodneyland,ef40d162-0f6c-49bf-be7e-e3628a89b0f0,19046,World,Electronics,3,416.1,1248.3,08/04/2024,18:35:26,Cash,Online,116,43,6232.02,22-11-2024,Toys,No,None,5,No,Desktop,No
2285,male,28,Single,,108483,5,2,2023-12-21,Port Mercedeston,9ee4105d-5f06-4c76-bb77-7e71d91738f8,51342,Mind,Books,4,246.59,986.36,2025-07-01,18:09:23,Debit Card,In-Store,265,1,5125.3,06-07-2025,Groceries,Yes,Silver,3,No,Mobile,No
9035,male,24,single,High School,92311,4,3,2020-12-29,Lake Michaelberg,5ea011cd-6d79-48bf-9a92-e740b74966cb,60608,Hotel,Toys,1,492.64,492.64,08/13/2023,00:33:35,Debit Card,In-Store,55,50,5524.82,14-12-2024,Groceries,Yes,Bronze,,No,Mobile,
9856,Female,54,,,116897,1,13,2020-03-22,Taylorside,74e0079a-98fb-4727-9740-b2122d5245f4,92712,Smile,Groceries,2,206.81,413.62,12/09/2024,21:51:03,Wallet,In-Store,121,41,4849.67,18-01-2025,Clothing,Yes,None,2,Yes,Desktop,No
6813,Femael,68,Married,Masters,46759,5,14,2018-07-18,East Brittany,5bd93609-b297-4782-bcf4-74aace63cb1a,87537,Ahead,Furniture,2,213.84,427.68,2025/01/31,12:47:56,Cash,In-Store,87,16,7683.26,17-12-2024,Groceries,No,Bronze,4,No,Desktop,No
6886,male,55,Married,High School,37864,5,5,2023-11-13,Lake Samuelborough,067e4b72-316e-4645-8923-85fe23d34d22,87718,Edge,Books,4,260.47,1041.88,17-08-2024,20:52:00,UPI,Online,162,10,6253.99,27-08-2024,Toys,No,Gold,2,Yes,Desktop,Yes
7363,Femael,52,,Masters,,2,8,2020-03-10,North Luis,cf89569d-e550-4736-8780-6e713811b519,46822,Article,Furniture,3,344.4,1033.2,23-04-2025,18:41:48,Credit Card,Online,110,6,8383.2,24-02-2025,Groceries,Yes,Gold,3,No,Mobile,No
5372,Femael,29,Married,None,20594,4,10,2025-03-27,New Jesse,14588063-5bf8-4d1d-86ad-7920aff7ff5d,72469,Center,Clothing,5,74.49,372.45,08/28/2024,04:36:54,Cash,In-Store,96,26,489.41,01-02-2025,Clothing,Yes,Silver,3,Yes,Desktop,Yes
8065,,70,Widowed,Masters,58836,5,11,2019-04-22,South Jenniferville,9243a301-1206-4ad6-92aa-da4b08eca4c8,42846,Standard,Books,3,346.75,1040.25,2024-07-15,09:37:56,Credit Card,Online,141,43,3700.3,17-07-2025,Books,No,Gold,5,No,Desktop,
7770,Female,52,,Bachelors,51320,5,6,2024-12-24,Whiteside,fd0ee0b6-40f7-424b-bbd7-b4bf8e0eabb7,50193,Participant,Toys,2,215.13,430.26,27-04-2024,16:59:55,UPI,In-Store,53,25,6978.8,03-05-2025,Electronics,Yes,,5,Yes,Desktop,
7783,,24,single,PhD,63207,3,11,2023-12-23,Bellfurt,c9ea356a-7abf-4ebf-942c-b1ae19f738cb,85766,Rather,Clothing,5,478.49,2392.45,2025/03/14,11:08:56,Wallet,In-Store,158,10,6321.51,29-10-2024,Electronics,No,,2,No,Mobile,
4458,Male,31,,Bachelors,28085,2,7,2018-09-27,Lake Tinaview,6f0d7229-1b38-4c72-ac64-8459df22367d,80041,Affect,Toys,3,459.46,1378.38,08-08-2023,03:12:59,UPI,Online,19,23,258.03,17-09-2024,Toys,No,Gold,,Yes,Mobile,Yes
8496,F,21,Single,Bachelors,32893,6,15,2019-10-15,Sullivanton,61603399-d307-4198-bc3e-b4029ba14c35,51012,Indeed,Toys,2,373.62,747.24,20-11-2024,03:19:35,Credit Card,Online,47,18,3895.46,13-03-2025,Electronics,No,,3,No,Mobile,Yes
3071,Female,26,Married,,72764,3,8,2024-03-27,Clarkland,a9db47b9-ca7e-4b33-b87d-a6d7c8dfd1f1,90594,Attention,Groceries,3,195.81,587.43,2023-12-12,15:57:08,Debit Card,Online,212,32,3925.11,31-12-2024,Groceries,Yes,Silver,3,No,Mobile,
3344,,34,,PhD,145285,2,13,2019-07-16,Littlemouth,e61ede90-0267-4eb3-aab6-12c9415d174a,70981,Wear,Groceries,2,348.93,697.86,03/14/2024,02:38:15,Debit Card,Online,281,1,934.21,03-03-2025,Furniture,Yes,,3,No,Desktop,
3177,male,25,Single,Bachelors,81041,3,1,2021-03-28,Lake Kathleen,d9ff74eb-fa5f-4e72-9166-488bb00832da,97342,Meet,Toys,3,49.24,147.72,25-09-2023,02:02:58,UPI,Online,190,41,5856.34,09-08-2024,Books,Yes,Bronze,1,No,Mobile,No
7173,Female,69,Widowed,None,28899,6,2,2020-12-04,South Rhonda,ad05b912-5ab2-4d4a-8bd8-8fcd57a2be4e,99226,Question,Furniture,4,442.75,1771.0,19-04-2025,09:29:52,Credit Card,In-Store,204,8,4811.72,13-11-2024,Clothing,No,Silver,2,Yes,Mobile,
3681,F,38,Widowed,,133503,3,15,2025-05-29,South Heather,35b33f54-2513-4cd4-a5b0-15b44a84525f,38591,Summer,Furniture,5,32.52,162.6,07-03-2025,00:47:28,UPI,Online,6,33,3955.43,15-05-2025,Groceries,No,,3,No,Mobile,Yes
8723,,23,Divorced,PhD,130022,1,6,2023-10-13,East Maria,95284c0a-cb6b-4562-a488-c84d99d090fd,33839,Price,Electronics,5,274.09,1370.45,28 Dec 2024,02:59:54,Debit Card,In-Store,229,4,527.17,13-11-2024,Toys,Yes,Gold,5,No,Desktop,No
8010,Femael,44,single,Bachelors,134215,6,13,2017-08-23,East Daniel,66f29d1d-03d6-4f3f-ac72-767552c83bfc,95720,Four,Toys,1,103.64,103.64,13-08-2023,06:53:09,Debit Card,In-Store,130,29,1414.94,24-10-2024,Books,No,Bronze,2,Yes,Desktop,
2213,Male,31,Widowed,High School,129188,3,9,2023-04-12,Lake Sean,f7b217c7-ae92-4a71-8f7d-cb431679742f,51889,Region,Furniture,1,80.99,80.99,29-04-2024,17:23:12,Credit Card,Online,196,41,4201.88,28-08-2024,Furniture,Yes,None,4,Yes,Mobile,No
2625,,45,single,PhD,54778,1,15,2019-02-15,West Donna,8d4f5d27-2c7f-4b79-bd67-cde92834e4c0,19838,Close,Groceries,1,371.53,371.53,06-08-2023,18:13:26,UPI,Online,178,6,8015.45,24-01-2025,Clothing,No,None,3,No,Mobile,No
4599,male,53,,None,141684,1,9,2025-08-02,Sandramouth,b9163357-4b1b-4f3b-a217-a6df21939b93,61166,Keep,Toys,4,177.29,709.16,05/12/2025,04:08:16,Wallet,Online,309,5,8392.67,13-04-2025,Books,Yes,Silver,1,No,Desktop,No
6962,male,27,Married,High School,,2,1,2021-12-06,Paulmouth,ca0ac6ac-0d67-438e-990f-0c5badcc3daf,92691,Radio,Furniture,1,489.86,489.86,19-04-2024,05:57:14,Credit Card,In-Store,97,9,6308.26,09-12-2024,Clothing,Yes,Silver,5,Yes,Mobile,
1090,,21,Single,Bachelors,68918,4,9,2017-05-27,Robinsonhaven,3fcb7546-8eb2-4579-8cdb-1ca476ecbdd6,25906,Loss,Clothing,4,91.56,366.24,11/15/2023,07:37:27,UPI,In-Store,25,27,7310.74,30-01-2025,Electronics,No,Gold,5,No,Mobile,
5654,male,66,,None,90355,3,4,2018-08-30,Lake William,a9c3640d-e411-49d7-9030-fb0c45d5aacb,86765,Difference,Furniture,4,322.53,1290.12,30-10-2024,13:05:25,Debit Card,In-Store,292,9,1040.17,23-02-2025,Toys,Yes,,3,Yes,Mobile,Yes
8699,Femael,40,Married,,127542,2,7,2020-07-17,East Keithport,1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,40595,Window,Clothing,1,226.58,226.58,2024/02/25,13:43:24,UPI,In-Store,69,13,8223.33,06-06-2025,Clothing,Yes,Bronze,3,Yes,Mobile,No
7672,Femael,24,,High School,144078,5,4,2020-07-13,Lopezland,79c5f45a-cd6c-48dd-974f-9844e50ea3ec,99015,Hold,Furniture,3,99.92,299.76,21-12-2023,19:03:09,Wallet,In-Store,26,28,497.53,21-04-2025,Clothing,No,Gold,5,Yes,Mobile,Yes
4345,F,19,single,,44934,6,5,2017-09-22,East Brittanyborough,6d1e0d7d-1402-46ee-81e6-935f3c7ed208,71220,Foreign,Books,4,128.37,513.48,2023-12-09,07:10:15,Debit Card,Online,173,30,7680.74,18-10-2024,Groceries,No,,5,No,Desktop,No
5012,Male,28,Single,,70165,4,7,2022-10-20,New John,f7bce0ef-72c1-468e-9390-6193490ce315,93309,Defense,Toys,1,272.76,272.76,02-03-2024,00:59:51,Credit Card,Online,165,32,6366.12,05-02-2025,Furniture,Yes,Silver,,No,Mobile,Yes
3419,male,56,Widowed,None,28273,4,7,2020-06-25,West Heatherville,05d2d205-789f-4d96-b337-3c2f4e1c3762,53499,Determine,Furniture,2,150.35,300.7,28-02-2025,04:45:24,Credit Card,Online,15,16,3057.13,24-10-2024,Groceries,No,None,1,Yes,Desktop,
3713,Male,61,Married,PhD,98367,4,1,2019-07-03,New Dawnborough,5cbaa496-2848-4240-afd9-0ce1267627ca,88908,Series,Books,2,275.21,550.42,29 Apr 2025,02:43:31,Credit Card,Online,362,37,454.67,16-04-2025,Electronics,No,Silver,4,No,Desktop,Yes
2392,Femael,54,Single,High School,35908,3,5,2017-06-13,Lake Elizabeth,0b570720-9cd8-458b-a5a1-c8252a9528c3,83822,Quite,Groceries,1,362.2,362.2,11 Jan 2025,21:35:26,UPI,Online,51,25,8025.48,05-01-2025,Furniture,No,Bronze,4,Yes,Mobile,
2264,M,35,Single,None,66710,1,14,2020-08-14,New Kellihaven,e05b46c5-5636-4094-a974-31db09a9d1c1,91006,Catch,Toys,5,247.68,1238.4,2024/11/09,10:09:20,Wallet,In-Store,309,14,6437.56,01-10-2024,Electronics,Yes,Gold,1,No,Desktop,Yes
5653,Femael,58,Married,Bachelors,72138,2,15,2016-12-06,Jamesside,4d85e9c7-a001-4720-a00b-290346426c45,90534,None,Electronics,1,26.07,26.07,2023/10/15,12:33:34,Cash,Online,363,20,9197.72,08-04-2025,Groceries,Yes,Silver,3,Yes,Mobile,Yes
5956,F,42,,Bachelors,53975,3,15,2024-08-02,Lake Lisaport,f05db76e-1a84-451a-a9d3-d7c7ee87905e,27601,Everything,Clothing,4,12.42,49.68,2023-11-01,09:26:44,UPI,In-Store,36,39,3910.41,18-05-2025,Toys,No,Gold,,No,Desktop,
8257,Male,30,Divorced,,130026,2,15,2019-10-17,East Stevenville,355cca9c-fb6b-41dc-aa7f-7e0685695f97,71974,Improve,Clothing,5,81.57,407.85,14-01-2025,12:29:15,Debit Card,Online,231,4,3587.85,01-08-2025,Books,Yes,Gold,4,No,Mobile,Yes
5947,,38,Married,Bachelors,26245,3,6,2025-07-01,West Desireebury,77242041-1e43-4bd2-aaf4-07f70fe76149,50213,Collection,Furniture,3,293.26,879.78,2024/06/13,10:51:24,Wallet,Online,334,10,392.76,14-02-2025,Electronics,Yes,Gold,4,No,Desktop,No
8381,male,67,single,High School,23231,5,4,2023-05-16,South Adam,ef705d01-8da0-4d88-8c6f-3051bc788423,66729,This,Furniture,3,311.8,935.4,10/31/2024,08:08:11,Debit Card,Online,320,40,7700.05,27-07-2025,Electronics,No,None,4,Yes,Desktop,
3126,Female,68,Widowed,Bachelors,135858,2,9,2018-08-18,East Danielborough,a449d64f-922d-4ab6-8825-2b391947ea42,60934,Really,Furniture,4,409.68,1638.72,18-08-2024,08:39:35,Credit Card,In-Store,22,25,476.45,02-04-2025,Clothing,Yes,Silver,3,No,Desktop,No
9095,Femael,34,Widowed,None,96041,2,5,2018-02-15,Port Williamville,3b2d520b-a4f3-4185-8182-2509e79f9f3d,69867,Fine,Toys,4,429.51,1718.04,25-02-2024,16:14:02,Wallet,Online,27,22,2509.68,22-08-2024,Clothing,No,Gold,,No,Mobile,No
8167,Female,29,single,None,111463,6,13,2017-02-23,Port Shannon,6a36af18-06d3-4b93-ae33-688d597e6845,16980,Individual,Electronics,3,31.98,95.94,27-08-2024,20:43:04,Cash,Online,99,33,9851.33,02-11-2024,Electronics,Yes,None,1,No,Desktop,Yes
7563,M,63,Divorced,Masters,58779,6,2,2016-06-16,West Angela,734a6ca3-8116-43fc-a2e7-c1a612d2fa06,82070,Far,Toys,5,238.63,1193.15,05/06/2025,18:05:03,Wallet,In-Store,156,44,7368.68,24-04-2025,Electronics,Yes,,2,No,Desktop,
3803,Male,28,Single,,95642,3,11,2024-09-04,East Steven,a3d70628-ece6-4fa2-bd51-66e6451b4cf3,83000,Discuss,Books,4,179.55,718.2,16-01-2025,02:11:11,Wallet,Online,140,46,3736.68,26-06-2025,Electronics,No,Bronze,3,No,Mobile,No
1672,Female,,,Bachelors,74560,3,9,2017-03-31,Stephaniechester,dbbd3290-a6ed-4add-ab04-cd299c48c830,45728,Government,Groceries,3,273.16,819.48,29-02-2024,12:05:04,Wallet,Online,106,1,8141.98,10-06-2025,Toys,No,Bronze,3,Yes,Mobile,
6641,Female,,Single,PhD,145296,6,15,2020-11-24,North Patrick,10b6a662-2ac1-45ca-8e5d-8f1296b31f4a,15992,Fire,Clothing,4,386.3,1545.2,16 Mar 2024,02:38:08,UPI,In-Store,227,41,8216.21,12-05-2025,Books,Yes,Gold,2,No,Desktop,Yes
8078,Femael,27,single,PhD,52121,2,5,2021-01-26,Anthonybury,dc4ad56b-d601-4237-ac9e-d156f63fce41,85392,People,Books,5,355.13,1775.65,08/20/2023,05:20:08,Debit Card,Online,155,22,179.48,21-04-2025,Toys,Yes,,3,No,Mobile,Yes
3271,M,69,Widowed,Bachelors,116085,4,12,2022-06-26,Port Monica,a226a75b-b432-4ce9-b6dc-16b5a076aed6,10178,Traditional,Electronics,3,462.23,1386.69,03-12-2024,05:21:14,Credit Card,Online,194,41,2029.01,30-12-2024,Groceries,No,,1,No,Mobile,Yes
6856,Femael,51,Married,None,,4,1,2025-07-10,East Craig,889fe107-443b-4d0f-bdbc-3093a8284442,17328,South,Toys,4,151.56,606.24,2024/01/21,21:43:11,Credit Card,In-Store,102,45,8064.41,27-06-2025,Groceries,No,Bronze,2,Yes,Desktop,No
2049,Male,44,single,Bachelors,145720,4,9,2020-01-24,West Christopher,ee415f16-6263-407c-b978-7c4b09aa5570,62513,Positive,Books,3,356.14,1068.42,2024/12/25,15:54:45,Credit Card,Online,179,1,8061.31,22-11-2024,Clothing,No,Bronze,1,Yes,Desktop,
5772,Femael,23,,Masters,28861,2,1,2022-11-22,New Michaelshire,ab1021ce-aa14-4cd8-aff3-cde46aa42c9f,21221,Need,Toys,3,365.97,1097.91,2024-05-10,04:17:16,Cash,Online,97,17,8709.55,23-02-2025,Toys,No,Bronze,1,Yes,Desktop,Yes
6484,Female,34,Divorced,PhD,95400,5,11,2022-11-30,West Malik,7aa061e9-336b-40cb-b1fe-ad13f280df1d,51180,Cost,Books,1,245.86,245.86,06/08/2024,05:01:53,UPI,In-Store,274,4,5394.97,24-11-2024,Electronics,No,Gold,,Yes,Mobile,
4948,F,37,single,PhD,84314,2,8,2018-11-08,Lisaview,5f804eeb-143a-4aff-a59b-0105cb80f288,63218,Machine,Electronics,1,271.17,271.17,15 Oct 2024,23:09:33,Debit Card,Online,222,19,3428.53,30-04-2025,Clothing,No,Silver,2,Yes,Desktop,Yes
6518,Male,60,single,None,100011,6,6,2020-03-28,New Lauriefort,cbafd542-58e9-4bad-b5b1-773c6d56cfd5,20048,Reach,Electronics,5,257.88,1289.4,2025/05/04,10:45:22,Wallet,In-Store,56,43,2641.21,14-02-2025,Furniture,Yes,Gold,2,No,Mobile,Yes
5072,F,68,Widowed,High School,94725,6,7,2023-10-15,Elizabethfurt,8eefa5dd-d391-4dcf-96ca-de2c260e37cc,90335,Arm,Electronics,3,122.76,368.28,2023-08-13,18:16:49,Wallet,In-Store,253,36,1110.02,31-07-2025,Toys,Yes,Bronze,3,Yes,Desktop,
2548,M,68,Widowed,,122312,4,7,2025-01-30,Mitchellberg,a9e27ba9-952e-4abb-94dd-5061555736f8,28537,Whom,Groceries,4,193.62,774.48,2024-05-01,20:26:12,Credit Card,In-Store,292,33,1818.73,14-04-2025,Toys,No,None,,Yes,Desktop,No
9364,Femael,43,single,None,97113,4,7,2024-05-13,New Gavin,a7af5545-3d3f-4c1b-9c17-ebb5093b4d72,10037,Coach,Clothing,3,328.62,985.86,10/10/2023,10:45:12,UPI,In-Store,312,29,3705.22,01-06-2025,Groceries,Yes,Gold,4,No,Mobile,
6425,,65,single,Masters,108514,2,5,2025-06-06,Christinachester,744d2442-1ad7-4fd4-a98b-2e78542060ce,15530,Mission,Books,3,191.82,575.46,01/21/2024,21:23:23,Credit Card,Online,232,11,3483.23,08-04-2025,Toys,No,Bronze,3,Yes,Mobile,No
5921,Female,51,single,Masters,74183,3,3,2016-03-23,Millerton,5911f42e-559a-4f54-8559-cd0febffc53f,66925,Keep,Books,5,457.73,2288.65,2025-07-26,01:13:28,Credit Card,Online,296,19,510.34,06-07-2025,Furniture,Yes,Gold,4,No,Desktop,Yes
4443,F,65,Single,Bachelors,137045,3,5,2022-11-26,Stevenmouth,7922bac2-82dc-4c8e-b6b5-229aacf5e81e,32241,Reason,Toys,1,444.49,444.49,08 Oct 2023,13:11:04,Wallet,In-Store,263,38,564.49,19-02-2025,Clothing,Yes,None,1,No,Mobile,
5641,male,66,Divorced,Masters,110671,1,6,2025-05-10,East Charles,8a6342ca-56b7-479e-a46a-0b429cfecbd8,68149,Apply,Groceries,1,474.09,474.09,13 Nov 2023,14:48:38,Wallet,Online,151,6,4140.5,01-02-2025,Toys,Yes,Silver,1,Yes,Mobile,No
8267,F,62,Married,Bachelors,36742,5,1,2016-11-02,West Charleneland,a21150f9-9fd3-4579-8667-72ce204e178c,86724,Official,Books,3,299.05,897.15,07-02-2025,12:40:25,Credit Card,Online,338,27,6565.3,28-12-2024,Toys,No,Gold,,No,Desktop,No
4433,F,25,Widowed,PhD,,6,10,2023-01-19,Farrelltown,dfae1803-93d7-47e7-a392-3df45fec59ac,26822,Focus,Furniture,1,119.54,119.54,27-02-2025,15:02:06,Wallet,Online,224,37,6240.18,13-02-2025,Books,Yes,None,,No,Mobile,
4978,F,45,single,None,138920,6,10,2017-04-28,Melissaville,c85aca46-90e0-44a0-bbdd-3933cbd58bf6,15383,Hand,Groceries,3,430.9,1292.7,09/20/2024,09:26:12,Wallet,In-Store,163,42,2041.34,16-04-2025,Groceries,No,Silver,5,Yes,Desktop,
6759,Female,34,,Bachelors,69932,3,15,2016-02-01,East Meghanview,5a29fe6b-590b-40c6-946a-95a6f2e401af,31044,Top,Toys,4,83.68,334.72,26 Aug 2024,22:37:00,UPI,In-Store,159,30,3686.75,12-05-2025,Books,No,Bronze,1,No,Desktop,Yes
8384,Female,,Married,Masters,99234,5,7,2018-08-25,New Gina,451b6267-b887-4caf-9991-103fd06eccbc,40907,One,Electronics,3,102.22,306.66,2024/07/04,21:47:27,UPI,Online,346,13,9354.99,18-10-2024,Electronics,No,Bronze,4,No,Mobile,
5786,Male,33,Single,High School,147281,2,14,2023-02-06,Oconnorville,55a8d6a1-5d1d-4cb7-a5a7-e280277fecc6,28058,Can,Clothing,3,61.14,183.42,24 May 2025,00:16:31,Credit Card,In-Store,89,29,7382.54,20-01-2025,Toys,Yes,,3,No,Desktop,
4044,male,25,single,High School,135217,4,8,2016-10-02,Lake Michellefurt,91d63f78-e3e9-4e99-b10c-718b1eb0e38a,42271,Particular,Clothing,5,243.9,1219.5,2024-11-07,18:49:35,Cash,Online,176,25,583.69,31-03-2025,Furniture,No,Silver,4,No,Mobile,
3551,M,60,single,High School,119473,6,5,2020-10-02,North Alexandraberg,88fc3da1-781d-4b6c-8969-40325808d790,11090,Rise,Groceries,2,366.93,733.86,20 Jul 2025,00:39:35,Cash,Online,97,20,2275.67,23-05-2025,Clothing,Yes,Gold,5,No,Desktop,Yes
8863,,26,,High School,34047,5,14,2023-06-19,Howardport,2cff45f8-1bdc-44a9-8d3a-5d767caa281b,94613,Policy,Electronics,2,185.59,371.18,06-10-2023,17:55:42,Cash,Online,137,21,9032.74,02-07-2025,Furniture,No,None,3,No,Desktop,No
8622,,40,Widowed,Masters,91620,5,9,2024-04-21,Ronaldmouth,cdf40137-5e15-433b-a8b1-211a6eb8b0e2,75213,Free,Electronics,2,438.42,876.84,03-03-2024,21:08:42,Credit Card,In-Store,85,19,3528.79,12-08-2024,Toys,No,Silver,,No,Desktop,
8657,,24,Divorced,Bachelors,118204,1,8,2017-10-05,South Brittanytown,22bd3388-6db9-4102-a48b-3dbe157d94a1,70515,Court,Toys,3,366.37,1099.11,2023/09/12,05:17:06,Credit Card,In-Store,363,40,1895.97,28-12-2024,Toys,No,Silver,2,No,Mobile,No
7251,Femael,29,,High School,48969,4,12,2022-03-08,Fryemouth,0351b09d-0dc5-4b06-8d58-09b7f740d87c,42943,Degree,Clothing,4,307.78,1231.12,2024-11-28,23:50:37,Wallet,Online,331,29,8238.09,03-07-2025,Books,No,Silver,4,Yes,Desktop,
4373,Male,19,Widowed,Bachelors,33322,6,3,2019-07-22,Donnaland,84be7e1c-5e5f-4eaa-8eb5-40787464d6f2,11447,Congress,Toys,4,134.4,537.6,13 Apr 2024,00:16:28,Credit Card,In-Store,317,49,5511.79,01-01-2025,Groceries,Yes,Gold,2,Yes,Desktop,No
1578,Male,18,Widowed,None,77126,6,9,2020-10-05,Bryanfort,0d36f5e4-92a6-43e6-ab48-c6e694010dfe,96025,Film,Groceries,4,146.66,586.64,04/23/2025,16:21:01,UPI,In-Store,214,33,1226.27,02-04-2025,Books,Yes,Silver,3,Yes,Mobile,
6005,Femael,35,Widowed,None,38371,1,4,2019-07-28,Riosville,13f3cade-7a10-413f-b6a2-c52b00473139,27393,Personal,Groceries,4,163.19,652.76,2024-01-26,20:34:01,UPI,In-Store,213,13,3213.12,24-04-2025,Books,Yes,Gold,2,Yes,Desktop,No
3568,F,34,Married,High School,104628,2,4,2018-06-24,North Robert,fee3dbaa-dcb9-43b4-bd3d-16ca8592a38f,38369,Perhaps,Clothing,4,182.55,730.2,05-08-2024,00:49:55,Debit Card,Online,87,46,4224.69,19-11-2024,Electronics,No,Silver,3,Yes,Desktop,Yes
4916,Male,26,Widowed,Bachelors,55535,2,2,2017-02-17,South Elizabethburgh,920479ce-dba0-489e-b593-8f5ab40bc353,86501,Agent,Groceries,5,187.29,936.45,2024/07/22,19:59:53,UPI,In-Store,331,49,765.06,29-05-2025,Toys,Yes,Gold,4,No,Desktop,Yes
2617,M,26,Single,Masters,36234,6,12,2021-01-12,South Patricia,d3e6dc21-f10b-494d-a021-a15b4207fb51,25855,Area,Books,2,135.64,271.28,2024/01/08,20:39:47,Wallet,In-Store,294,28,6896.1,22-05-2025,Clothing,No,Bronze,,Yes,Desktop,Yes
